State Code,State Name,Year,Month,Intra_State_No_Of_Suppliers,Intra_State_No_Of_Eway_Bills,Intra_State_Asset_Value_Rs._In_Cr,Inter_State_Outward_No_Of_Suppliers,Inter_State_Outward_No_Of_Eway_Bills,Inter_State_Outward_Asset_Value_Rs_ In_Cr,Inter_State_Inward_No_Of_Suppliers,Inter_State_Inward_No_Of_Eway_Bills,Inter_State_Inward_Asset_Value_Rs._In_Cr
97,Other Territory,2021,7,4,122,39,21,2857,600,188,10049,1911
1,JAMMU AND KASHMIR,2021,6,4909,179645,3154,2783,36682,2912,17698,189551,6185
2,HIMACHAL PRADESH,2021,6,7584,250939,5127,4996,247483,11204,20148,279156,9561
3,PUNJAB,2021,6,59816,1586484,37477,44098,752354,25295,65314,799448,27840
4,CHANDIGARH,2021,6,2041,26534,352,4705,72964,1464,7639,101442,2391
5,UTTARAKHAND,2021,6,10699,461113,8319,7706,285821,15356,21311,347831,12198
6,HARYANA,2021,6,63670,2546109,48372,56809,2541092,61892,92681,1713913,59101
7,DELHI,2021,6,57230,770466,29953,109934,1311575,37568,108014,1234486,41329
8,RAJASTHAN,2021,6,59212,1299581,32822,46057,1080138,32946,87164,945530,38800
9,UTTAR PRADESH,2021,6,106754,3112843,65719,71281,1168945,52005,164584,1880724,66165
10,BIHAR,2021,6,6621,431882,9048,6163,66766,2889,49769,556020,14638
11,SIKKIM,2021,6,121,3595,60,133,5470,2690,1353,24773,1049
12,ARUNACHAL PRADESH,2021,6,125,1728,41,165,1149,79,2537,24580,494
13,NAGALAND,2021,6,89,1037,51,185,1241,65,1995,24852,449
14,MANIPUR,2021,6,53,2899,50,73,339,26,2032,30617,560
15,MIZORAM,2021,6,26,514,13,55,179,23,1451,22030,359
16,TRIPURA,2021,6,1139,23474,491,321,1818,195,3509,27227,697
17,MEGHALAYA,2021,6,258,7089,175,333,22150,503,2668,28169,693
18,ASSAM,2021,6,10054,350000,6910,8121,163322,5532,19509,206516,7555
19,WEST BENGAL,2021,6,35247,1359803,37262,31996,565733,29365,50955,896071,35463
20,JHARKHAND,2021,6,8230,409406,9869,6606,167759,13077,23068,289555,11913
21,ODISHA,2021,6,12888,797543,19373,5378,235388,26429,26851,301083,14621
22,CHHATTISGARH,2021,6,5250,244195,8424,7400,150642,15132,22435,324320,13626
23,MADHYA PRADESH,2021,6,15972,482641,11042,18670,369791,20218,64843,707165,26283
24,GUJARAT,2021,6,133036,3582032,104331,120295,2802738,101168,120122,1553922,80006
25,DAMAN AND DIU,2021,6,0,0,0,1,2,0,8,76,2
26,DADRA AND NAGAR HAVELI,2021,6,2623,101314,4059,3582,324517,14072,4999,157264,11276
27,MAHARASHTRA,2021,6,118247,5130058,133542,95007,3031412,118551,174262,2292188,114073
29,KARNATAKA,2021,6,76837,2972698,55794,39621,1449486,51168,86562,1217330,53159
30,GOA,2021,6,1556,61583,1057,1390,52247,4012,5822,89666,3850
31,LAKSHADWEEP,2021,6,0,0,0,2,2,0,24,221,5
32,KERALA,2021,6,33698,1035300,16520,11235,116207,7030,40474,380710,14521
33,TAMIL NADU,2021,6,67012,3175941,65416,54290,1710210,61011,87668,1222006,61789
34,PUDUCHERRY,2021,6,860,30519,1337,1649,82947,3188,4634,78212,2702
35,ANDAMAN AND NICOBAR,2021,6,20,427,16,30,89,14,605,4514,113
36,TELANGANA,2021,6,36315,1743132,32062,28152,639601,29421,54897,1007823,36225
37,ANDHRA PRADESH,2021,6,28869,1365012,24181,18215,374330,31199,60748,710754,31477
38,LADAKH,2021,6,34,400,23,22,241,9,1078,11400,404
97,Other Territory,2021,6,6,136,53,24,2355,740,180,9281,1998
1,JAMMU AND KASHMIR,2021,5,3664,117635,2445,2056,28256,2552,12446,106195,4660
2,HIMACHAL PRADESH,2021,5,6749,203926,4540,4313,220040,10144,14915,211825,8729
3,PUNJAB,2021,5,55508,1281716,31569,34986,520950,21145,53199,616083,23614
4,CHANDIGARH,2021,5,1689,17892,248,4102,59607,1318,6158,70577,1869
5,UTTARAKHAND,2021,5,8866,308178,6788,6249,220109,12465,15394,261182,10392
6,HARYANA,2021,5,51869,1583140,31736,44891,1816331,45393,69183,1199702,46529
7,DELHI,2021,5,32506,387048,17334,62577,687913,26011,64732,668223,29364
8,RAJASTHAN,2021,5,44457,812837,24194,33367,673457,25836,56136,560659,28612
9,UTTAR PRADESH,2021,5,82199,2263064,51680,50428,774136,39160,117948,1253187,52559
10,BIHAR,2021,5,5525,340056,7222,4410,48623,2503,40063,407577,12185
11,SIKKIM,2021,5,109,3149,52,122,5976,2652,1194,20959,1015
12,ARUNACHAL PRADESH,2021,5,115,1445,31,164,908,64,2305,19081,443
13,NAGALAND,2021,5,78,514,38,186,1253,55,1749,18221,402
14,MANIPUR,2021,5,45,2452,55,66,437,23,1776,23016,469
15,MIZORAM,2021,5,29,603,15,40,158,18,1200,15390,268
16,TRIPURA,2021,5,1112,21214,416,304,1669,182,3450,26058,690
17,MEGHALAYA,2021,5,239,5110,138,319,23412,502,2149,21311,658
18,ASSAM,2021,5,9824,322694,6299,7499,127497,4683,17395,179198,7806
19,WEST BENGAL,2021,5,30788,1122686,30810,26548,400754,24486,41604,680784,30487
20,JHARKHAND,2021,5,7197,313717,8213,5918,163704,12053,17675,223331,9719
21,ODISHA,2021,5,11548,719429,17871,4382,209684,23542,22585,235521,12074
22,CHHATTISGARH,2021,5,4328,172556,7009,5944,128815,13666,15959,202974,10841
23,MADHYA PRADESH,2021,5,11429,286367,8121,13776,289261,17349,42758,422186,20354
24,GUJARAT,2021,5,115453,2747070,87851,94019,1710317,86014,89210,1120574,68893
25,DAMAN AND DIU,2021,5,0,0,0,3,6,0,5,94,1
26,DADRA AND NAGAR HAVELI,2021,5,2474,89649,3497,3372,270757,12451,4440,136538,10062
27,MAHARASHTRA,2021,5,104073,4047626,113584,78729,2379551,100939,132656,1657229,102017
29,KARNATAKA,2021,5,56422,2182293,39286,28705,1112234,38981,63150,864288,42332
30,GOA,2021,5,1330,45458,958,1137,44226,3644,4667,75162,3457
31,LAKSHADWEEP,2021,5,0,0,0,1,1,0,18,159,3
32,KERALA,2021,5,23976,524409,9407,7681,70597,5094,29279,231852,10016
33,TAMIL NADU,2021,5,57252,2359094,47590,42000,1133230,47741,68438,992440,55740
34,PUDUCHERRY,2021,5,736,22681,760,1350,66715,2288,3289,58044,2409
35,ANDAMAN AND NICOBAR,2021,5,24,376,16,33,177,15,552,3608,98
36,TELANGANA,2021,5,32175,1441252,26382,23690,534293,24445,44782,813049,31300
37,ANDHRA PRADESH,2021,5,26511,1063148,20839,15346,311599,27904,49596,558416,26511
38,LADAKH,2021,5,27,420,17,19,156,4,774,7816,250
97,Other Territory,2021,5,8,175,659,28,2401,710,197,8996,1531
1,JAMMU AND KASHMIR,2021,4,5101,183787,3227,2519,33182,2476,18453,197813,6285
2,HIMACHAL PRADESH,2021,4,7967,262751,6043,4984,241188,10768,21525,302548,9605
3,PUNJAB,2021,4,61961,1594888,37844,45104,826358,26062,65432,838816,27891
4,CHANDIGARH,2021,4,2052,27423,383,4804,79506,1530,7757,106389,2342
5,UTTARAKHAND,2021,4,11281,540875,9695,7729,298516,15962,23669,433212,13735
6,HARYANA,2021,4,64662,2680840,49621,56787,2599535,63115,92283,1801348,61415
7,DELHI,2021,4,51636,610341,21405,106489,1214757,33171,102442,1193522,37382
8,RAJASTHAN,2021,4,62168,1289385,34754,45712,1150215,33897,89558,1096710,39783
9,UTTAR PRADESH,2021,4,106897,3085167,65838,71250,1236223,51332,168255,2198127,69166
10,BIHAR,2021,4,7020,444339,9455,6423,70881,2956,55763,804653,17311
11,SIKKIM,2021,4,129,4359,84,176,7019,2697,1721,32217,1016
12,ARUNACHAL PRADESH,2021,4,130,2448,53,204,1478,93,2811,32166,638
13,NAGALAND,2021,4,123,1566,55,259,2091,108,2418,30440,610
14,MANIPUR,2021,4,66,4085,69,97,567,20,2575,40135,789
15,MIZORAM,2021,4,60,911,16,77,490,117,1779,27744,498
16,TRIPURA,2021,4,1207,29475,534,377,2349,244,4026,36855,947
17,MEGHALAYA,2021,4,335,12351,234,423,32651,654,3466,43825,1011
18,ASSAM,2021,4,11625,462441,8546,9404,198937,6190,23957,294931,10421
19,WEST BENGAL,2021,4,40000,1655563,44046,37862,728182,32482,59056,1047510,39110
20,JHARKHAND,2021,4,8796,444297,10646,7681,215773,13392,24606,387296,12545
21,ODISHA,2021,4,14369,894330,19672,5813,231830,23783,30475,394543,18841
22,CHHATTISGARH,2021,4,4091,159809,6537,6123,139816,14140,17824,239940,10464
23,MADHYA PRADESH,2021,4,14620,367664,9746,16954,361112,19108,59720,666435,24441
24,GUJARAT,2021,4,129106,3293021,98997,121492,3758570,100938,114895,1469013,77889
25,DAMAN AND DIU,2021,4,0,0,0,3,15,0,6,88,4
26,DADRA AND NAGAR HAVELI,2021,4,2615,102352,3865,3551,337187,13668,4844,158574,11770
27,MAHARASHTRA,2021,4,112291,4674344,123196,97899,3476756,119335,156290,1951500,107802
29,KARNATAKA,2021,4,89399,3591660,61943,44808,1639141,51799,101001,1600704,57193
30,GOA,2021,4,1613,75458,1327,1454,59640,4327,6591,104042,3941
31,LAKSHADWEEP,2021,4,1,1,0,2,7,0,41,467,7
32,KERALA,2021,4,38462,1328259,20594,13535,148692,7529,51119,612370,17533
33,TAMIL NADU,2021,4,81947,4104988,80772,65244,1806333,68733,104206,1752439,71120
34,PUDUCHERRY,2021,4,953,34868,898,1803,96213,2948,5015,97422,2879
35,ANDAMAN AND NICOBAR,2021,4,39,971,23,59,217,25,888,9190,211
36,TELANGANA,2021,4,38027,1848657,31317,29845,657883,27521,56576,1105713,38448
37,ANDHRA PRADESH,2021,4,32426,1448788,25479,20163,418812,31770,65415,869644,33437
38,LADAKH,2021,4,15,87,19,9,18,1,613,4532,132
97,Other Territory,2021,4,9,233,992,28,2855,731,204,9168,1708
1,JAMMU AND KASHMIR,2023,2,7179,229467,410609,2898,35680,255315,19651,204109,653591
2,HIMACHAL PRADESH,2023,2,9304,277918,637024,5901,276586,1266893,23603,326516,1110399
3,PUNJAB,2023,2,72943,1925793,4979833,51054,982175,3294113,76214,1044211,3620330
4,CHANDIGARH,2023,2,2426,26690,44223,5260,85421,188354,8913,135605,300213
5,UTTARAKHAND,2023,2,14266,674690,1234261,9760,372938,1999128,29080,531745,1720853
6,HARYANA,2023,2,79016,3343509,6202865,68805,3607198,8780867,110273,2208761,8315624
7,DELHI,2023,2,76184,1118945,3900126,132754,1817041,5064011,135603,2179069,5879641
8,RAJASTHAN,2023,2,64882,1627477,4459298,55047,1545924,4613307,108093,1453148,5608971
9,UTTAR PRADESH,2023,2,142095,4446053,9161369,92454,1861922,7218591,211151,2933340,9485490
10,BIHAR,2023,2,10849,650540,1260655,9359,110257,384534,66113,898730,2070162
11,SIKKIM,2023,2,160,10902,21157,203,7066,278698,2652,49334,105622
12,ARUNACHAL PRADESH,2023,2,252,4621,11261,287,1715,9659,3558,38019,90507
13,NAGALAND,2023,2,218,2908,9170,353,9730,24555,2686,33858,63602
14,MANIPUR,2023,2,168,5822,16344,164,939,3971,3162,44922,101832
15,MIZORAM,2023,2,68,2713,3816,90,516,2713,2089,31227,58465
16,TRIPURA,2023,2,1785,42396,73756,516,3067,26069,4484,38703,96756
17,MEGHALAYA,2023,2,496,20226,44242,499,37235,83980,3814,47603,127873
18,ASSAM,2023,2,14351,563901,1056010,10953,210891,715724,28477,389555,1369900
19,WEST BENGAL,2023,2,52243,2348367,5649862,45509,1058316,4245867,70278,1289829,4904815
20,JHARKHAND,2023,2,11219,640642,1655652,9203,268603,1934767,29699,523136,1857335
21,ODISHA,2023,2,18364,1174578,2565213,7719,334362,3341835,37056,505805,2432562
22,CHHATTISGARH,2023,2,7084,340306,1148051,9170,207414,1980447,26669,509374,1929657
23,MADHYA PRADESH,2023,2,27342,967199,2296988,23234,539994,2787778,78470,1045688,3620941
24,GUJARAT,2023,2,169030,5053431,14824481,144509,4846715,13998972,146109,1976745,10283434
25,DAMAN AND DIU,2023,2,0,0,0,1,1,1,17,25,130
26,DADRA AND NAGAR HAVELI,2023,2,3030,124300,564088,3919,430501,1783684,5611,185930,1436369
27,MAHARASHTRA,2023,2,158904,8035752,19441622,121336,4366321,16135000,214156,3130427,15209198
29,KARNATAKA,2023,2,112863,5240348,9155938,55698,2169818,7134247,121806,2079682,7818080
30,GOA,2023,2,1988,105962,198590,1830,65819,524737,8135,123124,483399
31,LAKSHADWEEP,2023,2,0,0,0,2,3,3,48,362,525
32,KERALA,2023,2,46157,1723903,2498838,16961,180470,905704,58170,746560,2032806
33,TAMIL NADU,2023,2,116775,6012887,11578063,75822,2377665,9227480,120897,2039110,9472972
34,PUDUCHERRY,2023,2,1197,44986,155794,2101,114195,385876,5973,119806,350936
35,ANDAMAN AND NICOBAR,2023,2,66,2395,5930,123,486,5257,1199,11603,28061
36,TELANGANA,2023,2,48427,2410679,4517587,34029,804149,3813520,67371,1248193,4558810
37,ANDHRA PRADESH,2023,2,38025,1951436,3349850,23230,512985,4053185,72307,994229,4030894
38,LADAKH,2023,2,42,411,1674,10,21,110,241,1452,5615
97,Other Territory,2023,2,9,101,5400,33,3552,78283,333,11038,290879
1,JAMMU AND KASHMIR,2023,1,6884,205360,379776,2994,35230,248045,18724,182249,620873
2,HIMACHAL PRADESH,2023,1,9086,269960,627430,5781,266442,1254141,22911,322657,1134814
3,PUNJAB,2023,1,71821,1872956,4865593,52059,951070,3270990,73759,1005589,3635510
4,CHANDIGARH,2023,1,2338,25657,45791,5187,83313,182057,8776,132727,303808
5,UTTARAKHAND,2023,1,14098,681149,1254515,9630,377139,1956404,27985,532665,1714727
6,HARYANA,2023,1,77682,3452733,6404107,68234,3775717,8787406,108108,2207341,8469053
7,DELHI,2023,1,74380,1094983,3824220,129959,1775763,4964360,133464,2116207,5893000
8,RAJASTHAN,2023,1,64453,1622482,4447106,54816,1490915,4625120,108032,1515910,5623527
9,UTTAR PRADESH,2023,1,138415,4246862,8966972,91131,1818772,7245245,203916,2942413,9369482
10,BIHAR,2023,1,10250,613973,1218894,8960,102455,389647,62940,842027,2024694
11,SIKKIM,2023,1,158,10727,22489,204,7127,284329,2696,52960,110371
12,ARUNACHAL PRADESH,2023,1,236,4355,9192,267,1999,11263,3483,38311,89581
13,NAGALAND,2023,1,191,2585,9268,354,9506,25812,2659,33763,70425
14,MANIPUR,2023,1,176,5199,15192,167,956,3764,3066,41994,92191
15,MIZORAM,2023,1,62,2049,3533,95,470,2508,2073,30585,59437
16,TRIPURA,2023,1,1705,44485,80175,522,3264,28185,4582,41834,106093
17,MEGHALAYA,2023,1,469,21152,50467,544,42508,96516,3849,49230,137474
18,ASSAM,2023,1,14089,542625,1034686,10806,211088,748035,27420,373646,1300978
19,WEST BENGAL,2023,1,50753,2279085,5719575,45065,984647,4218583,68497,1278677,4995159
20,JHARKHAND,2023,1,10797,620639,1648833,8829,261982,1950356,28527,496567,1828422
21,ODISHA,2023,1,18077,1168226,2591042,7557,337423,3267760,36460,502891,2481514
22,CHHATTISGARH,2023,1,7027,341710,1176189,9251,213075,2045874,26798,506260,1919739
23,MADHYA PRADESH,2023,1,26971,974425,2333637,23099,532887,2826859,77853,1059146,3610839
24,GUJARAT,2023,1,168525,5217405,14920855,143658,4712520,14121505,147032,2035087,10627956
25,DAMAN AND DIU,2023,1,0,0,0,0,0,0,20,25,99
26,DADRA AND NAGAR HAVELI,2023,1,3015,134123,584738,3937,462867,1915906,5629,197572,1619501
27,MAHARASHTRA,2023,1,159314,8461392,20276559,121754,4453898,16565186,216119,3169746,15949639
29,KARNATAKA,2023,1,113775,5469644,9614372,56189,2318775,7421686,121807,2073310,8247960
30,GOA,2023,1,2025,110084,193670,1819,68845,516166,8174,129431,511861
31,LAKSHADWEEP,2023,1,1,1,40,2,5,19,41,357,581
32,KERALA,2023,1,46892,1870094,2657465,17194,182467,918977,58313,736160,2062112
33,TAMIL NADU,2023,1,113944,5855802,11179231,75117,2270449,9234155,120336,2079775,9151125
34,PUDUCHERRY,2023,1,1172,43379,137253,2052,113845,374566,5836,120275,355635
35,ANDAMAN AND NICOBAR,2023,1,65,2364,4393,91,417,3835,1174,11089,25571
36,TELANGANA,2023,1,47839,2471123,4594143,33934,827668,3626332,67345,1306705,4604472
37,ANDHRA PRADESH,2023,1,37284,2004886,3423508,22812,512484,4079860,72490,962675,4068527
38,LADAKH,2023,1,57,472,1895,19,32,408,274,1535,4472
97,Other Territory,2023,1,7,111,5352,35,3625,71726,322,10726,284882
1,JAMMU AND KASHMIR,2022,12,7173,239879,418264,3619,40819,254573,19755,202858,640238
2,HIMACHAL PRADESH,2022,12,9084,301026,665777,5868,291199,1352423,23682,340219,1185647
3,PUNJAB,2022,12,73098,1977088,4910872,54526,1068419,3352185,75898,1043584,3705775
4,CHANDIGARH,2022,12,2375,28654,47304,5270,88287,189644,8927,141727,311140
5,UTTARAKHAND,2022,12,14240,676154,1213428,9783,404983,1995528,28751,545332,1707657
6,HARYANA,2022,12,78431,3358795,6277708,69228,3776322,8888732,109526,2252660,8396637
7,DELHI,2022,12,75652,1175991,3976533,131969,1835656,5146439,135596,2084499,6040140
8,RAJASTHAN,2022,12,65782,1734134,4733422,56044,1489616,4746895,108258,1470526,5414049
9,UTTAR PRADESH,2022,12,140181,4349041,8766191,93224,1856961,7118764,205601,2752194,9244943
10,BIHAR,2022,12,10119,641648,1229936,9222,115949,415516,60627,658046,2000541
11,SIKKIM,2022,12,163,10987,22420,226,8032,319036,2874,58261,125723
12,ARUNACHAL PRADESH,2022,12,255,4290,9360,282,2113,11597,3534,41494,90625
13,NAGALAND,2022,12,177,2801,9144,381,8133,24922,2710,36844,64688
14,MANIPUR,2022,12,167,5016,12914,172,1187,4064,3098,50262,95522
15,MIZORAM,2022,12,68,1643,2753,92,604,1503,2050,34342,60487
16,TRIPURA,2022,12,1709,47887,89641,545,3772,32399,4762,45687,110067
17,MEGHALAYA,2022,12,476,20274,46033,559,39153,99621,4049,54418,150220
18,ASSAM,2022,12,14340,582120,1113593,11233,244903,806083,28108,385269,1376314
19,WEST BENGAL,2022,12,50525,2360243,5931951,45671,985182,4401487,69532,1236179,5140307
20,JHARKHAND,2022,12,10752,635643,1639826,8873,259276,1916423,28753,451010,1852989
21,ODISHA,2022,12,17804,1173620,2618580,7640,313614,3233364,36389,496215,2538009
22,CHHATTISGARH,2022,12,6943,339630,1134701,9222,209089,1949036,26894,470167,1908593
23,MADHYA PRADESH,2022,12,27001,1010403,2326800,23800,575101,2941398,78626,1004474,3514657
24,GUJARAT,2022,12,168055,5338599,15383046,144148,4407999,14524152,150929,2100857,10642158
25,DAMAN AND DIU,2022,12,0,0,0,1,1,2,18,20,101
26,DADRA AND NAGAR HAVELI,2022,12,3011,135234,561102,3933,480521,2000758,5609,201468,1640449
27,MAHARASHTRA,2022,12,158375,8279391,20020328,122633,4533097,17252414,219786,3288560,16056291
29,KARNATAKA,2022,12,114296,5445779,9594764,57287,2329864,7615264,124342,2117396,8259861
30,GOA,2022,12,2040,117045,212173,1859,75013,576959,8601,136614,541627
31,LAKSHADWEEP,2022,12,0,0,0,2,3,32,50,415,588
32,KERALA,2022,12,46931,1920331,2693577,17404,189899,944864,59689,776666,2080145
33,TAMIL NADU,2022,12,115554,6193461,11583796,77198,2377949,9723052,126409,2271428,9732001
34,PUDUCHERRY,2022,12,1185,45427,197912,2117,123912,423506,6139,125458,339171
35,ANDAMAN AND NICOBAR,2022,12,72,2410,5190,101,486,5488,1188,12472,27706
36,TELANGANA,2022,12,48500,2690330,4707965,35012,912590,3956680,70058,1371872,4882406
37,ANDHRA PRADESH,2022,12,38341,2144947,4030627,23263,523220,4209925,79240,1211002,4395522
38,LADAKH,2022,12,77,816,2479,40,146,2147,744,4073,15695
97,Other Territory,2022,12,7,106,5226,34,2616,57552,312,11787,283968
1,JAMMU AND KASHMIR,2022,11,7040,243366,420030,3787,44088,265725,20892,227090,685513
2,HIMACHAL PRADESH,2022,11,9191,313024,649926,5844,299118,1306316,24449,354357,1157364
3,PUNJAB,2022,11,70324,1944975,4610388,55417,1218869,3375148,74613,1016051,3489801
4,CHANDIGARH,2022,11,2321,27036,44362,5328,88700,179449,8994,139596,297732
5,UTTARAKHAND,2022,11,13897,666148,1166295,9719,387630,1924551,29211,546841,1652712
6,HARYANA,2022,11,77045,3431888,6237504,68420,3716185,8418530,107675,2228996,8106678
7,DELHI,2022,11,73966,1127498,3684052,130924,1867511,4908387,133251,2080261,5746839
8,RAJASTHAN,2022,11,64540,1683934,4743292,54461,1427948,4643713,108821,1479818,5262313
9,UTTAR PRADESH,2022,11,135670,4298671,8657770,91028,1807244,6761680,207330,2706408,9002891
10,BIHAR,2022,11,9802,620880,1201779,8739,106378,378641,62176,652099,1921818
11,SIKKIM,2022,11,167,9740,20790,224,8041,336284,2993,63994,126878
12,ARUNACHAL PRADESH,2022,11,241,4502,8482,283,2280,10970,3454,40900,82102
13,NAGALAND,2022,11,163,2234,7526,357,5691,17269,2875,40085,71803
14,MANIPUR,2022,11,158,4797,12179,194,1136,5460,3169,48056,97555
15,MIZORAM,2022,11,63,1789,2898,86,577,2348,2199,33716,57231
16,TRIPURA,2022,11,1699,45516,84286,533,3547,29869,4560,42188,99980
17,MEGHALAYA,2022,11,455,17706,39337,507,31176,76768,3943,52101,132508
18,ASSAM,2022,11,14015,556636,1073278,10935,234733,807861,28446,368962,1288364
19,WEST BENGAL,2022,11,49977,2231487,5717072,45382,960407,4142601,69638,1193399,4949377
20,JHARKHAND,2022,11,10482,613473,1586318,8657,249256,1800935,28826,447119,1795904
21,ODISHA,2022,11,17189,1054153,2487169,7296,303542,3134480,35650,456992,2316277
22,CHHATTISGARH,2022,11,6544,306114,1000526,8769,191227,1772368,26289,430299,1853396
23,MADHYA PRADESH,2022,11,26896,990616,2423921,23109,535758,2783162,79073,1010451,3525365
24,GUJARAT,2022,11,162646,4994988,14689751,139452,4009453,13782206,147486,1987956,10897610
25,DAMAN AND DIU,2022,11,0,0,0,2,3,46,20,57,186
26,DADRA AND NAGAR HAVELI,2022,11,2953,126523,532811,3868,440954,1813631,5576,190817,1535950
27,MAHARASHTRA,2022,11,153783,8055797,18985872,119871,4321954,15789719,215483,3154520,15636185
29,KARNATAKA,2022,11,111704,5159030,8803263,55954,2160340,6973063,120642,2013248,7866545
30,GOA,2022,11,1981,111882,200839,1815,72113,528279,8559,131928,502303
31,LAKSHADWEEP,2022,11,0,0,0,1,1,3,53,386,1664
32,KERALA,2022,11,46331,1813873,2498205,17174,187907,911131,58491,730310,1984057
33,TAMIL NADU,2022,11,110191,5800259,11073375,75522,2303818,9148813,120512,2044974,9143457
34,PUDUCHERRY,2022,11,1160,46891,164632,2095,117859,391799,5833,117250,337863
35,ANDAMAN AND NICOBAR,2022,11,65,2533,4126,115,432,5776,1144,12011,26944
36,TELANGANA,2022,11,47542,2462695,4289233,34389,835571,3494009,67284,1222829,4461757
37,ANDHRA PRADESH,2022,11,36772,1962067,3419424,22645,496550,4039743,76682,1108608,4179147
38,LADAKH,2022,11,84,945,2499,66,388,4349,1278,10541,34583
97,Other Territory,2022,11,7,123,54752,35,2569,130882,363,10899,271547
1,JAMMU AND KASHMIR,2022,10,6965,244516,423428,3646,41843,265064,20722,239621,671452
2,HIMACHAL PRADESH,2022,10,9148,307761,645681,5703,271174,1208807,24794,350656,1121001
3,PUNJAB,2022,10,70517,1943833,4668250,54679,1232990,3358613,73091,1023055,3395229
4,CHANDIGARH,2022,10,2340,30075,50051,5263,87082,178280,8930,144499,312059
5,UTTARAKHAND,2022,10,13507,667202,1166322,9177,356617,1878237,29192,526477,1602937
6,HARYANA,2022,10,75667,3397096,6150860,66995,3825565,8266563,106884,2127674,8108908
7,DELHI,2022,10,71493,1101950,3542389,129127,1739819,4708968,131414,2072753,5606439
8,RAJASTHAN,2022,10,62382,1594869,4335123,52161,1358402,4235759,107477,1486758,5072538
9,UTTAR PRADESH,2022,10,130117,3955112,8352894,87834,1711615,6798888,199676,2752369,8783063
10,BIHAR,2022,10,9098,553706,1132156,7487,83448,312577,60158,708917,1878276
11,SIKKIM,2022,10,154,7372,17133,183,6404,228644,2789,51156,106829
12,ARUNACHAL PRADESH,2022,10,223,3252,7829,253,1807,10884,3245,34406,71330
13,NAGALAND,2022,10,160,1985,7879,312,3975,17683,2683,35120,59839
14,MANIPUR,2022,10,144,4524,11274,163,1098,4524,2989,43977,90190
15,MIZORAM,2022,10,64,1603,2709,74,488,2972,2114,33033,54101
16,TRIPURA,2022,10,1537,34576,65373,448,2755,35309,4231,36451,89881
17,MEGHALAYA,2022,10,442,15731,35430,479,28773,71379,3789,47361,112489
18,ASSAM,2022,10,12909,485026,954961,10296,206431,726264,26308,330503,1147752
19,WEST BENGAL,2022,10,44026,1876140,4862852,40549,818028,3726353,64105,1128216,4456470
20,JHARKHAND,2022,10,9886,563438,1493501,7659,217878,1714984,27194,408164,1714380
21,ODISHA,2022,10,16208,955702,2274090,6637,287274,3089025,32534,416920,2124609
22,CHHATTISGARH,2022,10,6077,274260,912339,8032,159492,1531335,24770,393530,1728957
23,MADHYA PRADESH,2022,10,25316,911084,2120564,21772,475896,2439959,75336,944749,3280630
24,GUJARAT,2022,10,157211,4335706,12705171,137981,4154462,12941643,137934,1867304,9697147
25,DAMAN AND DIU,2022,10,0,0,0,1,1,1,17,55,285
26,DADRA AND NAGAR HAVELI,2022,10,2891,116901,481432,3785,409074,1694580,5498,175382,1341739
27,MAHARASHTRA,2022,10,148791,7814944,17977262,114804,4161094,15382807,208972,3105627,15307399
29,KARNATAKA,2022,10,106716,5093341,8540703,52929,2204148,6665081,116325,1948651,8204641
30,GOA,2022,10,1973,106010,185018,1711,68489,503905,8148,123521,700040
31,LAKSHADWEEP,2022,10,0,0,0,1,1,160,53,376,675
32,KERALA,2022,10,45397,1742991,2425031,16702,179508,863451,55416,663150,1862782
33,TAMIL NADU,2022,10,103958,5386381,10376127,71731,2163308,8683452,118303,2130394,8723053
34,PUDUCHERRY,2022,10,1121,45007,137305,1985,112655,366965,5802,117340,339489
35,ANDAMAN AND NICOBAR,2022,10,63,2155,4546,95,468,5667,1049,11005,27381
36,TELANGANA,2022,10,44783,2371165,4080231,32217,756864,3142784,63906,1176484,4266610
37,ANDHRA PRADESH,2022,10,34794,1910383,3146323,21174,460632,4840555,71785,922757,3831112
38,LADAKH,2022,10,95,1669,4052,90,543,6787,1611,17400,47961
97,Other Territory,2022,10,6,106,4636,31,2644,89821,332,9560,245904
1,JAMMU AND KASHMIR,2022,9,6818,246842,425613,3731,45614,310983,20797,249769,753954
2,HIMACHAL PRADESH,2022,9,9134,322845,683130,5803,307197,1369531,24690,382815,1221565
3,PUNJAB,2022,9,70418,2019690,4955455,54279,1243629,3574885,74723,1111183,3609217
4,CHANDIGARH,2022,9,2394,28970,50914,5272,93179,196402,9081,153321,319259
5,UTTARAKHAND,2022,9,13628,700884,1317332,9469,390968,2075334,29399,573107,1774501
6,HARYANA,2022,9,75696,3634895,6860031,67624,4323122,9141442,109113,2342356,9271409
7,DELHI,2022,9,74450,1199034,3918155,133116,2003195,5245009,136855,2267822,6291613
8,RAJASTHAN,2022,9,61259,1651349,4148661,53928,1549221,4504963,109242,1625788,5660365
9,UTTAR PRADESH,2022,9,131046,4114143,9036852,90564,1932936,8040235,203805,3022787,9853629
10,BIHAR,2022,9,9397,619622,1175515,8473,98441,375192,62986,871227,2036749
11,SIKKIM,2022,9,156,10419,22134,228,7746,313147,2975,65651,124295
12,ARUNACHAL PRADESH,2022,9,233,3819,9038,270,2156,11992,3450,39453,81399
13,NAGALAND,2022,9,160,2217,9525,315,4825,18068,2814,38969,67861
